U+311D8	𱇘	qgyw
U+311D9	𱇙	qgpq
U+311DA	𱇚	qggs
U+311DB	𱇛	qgfi
U+311DC	𱇜	qgfc
U+311DD	𱇝	qgdg
U+311DE	𱇞	qgjg
U+311DF	𱇟	qglh
U+311E0	𱇠	qglw
U+311E1	𱇡	qgtg
U+311E2	𱇢	qgyx
U+311E3	𱇣	qgny
U+311E4	𱇤	qgxe
U+311E5	𱇥	qggg
U+311E6	𱇦	qgdn
U+311E7	𱇧	qggw
U+311E8	𱇨	qghi
U+311E9	𱇩	qgtj
U+311EA	𱇪	qgtk
U+311EB	𱇫	vkqg
U+311EC	𱇬	qgah
U+311ED	𱇭	qggo
U+311EE	𱇮	qgan
U+311EF	𱇯	qgie
U+311F0	𱇰	qgkc
U+311F1	𱇱	whtg
U+311F2	𱇲	qgeb
U+311F3	𱇳	qgct
U+311F4	𱇴	qgxw
U+311F5	𱇵	qggm
U+311F6	𱇶	qgff
U+311F7	𱇷	qgaj
U+311F8	𱇸	qgjn
U+311F9	𱇹	rmhg
U+311FA	𱇺	qgtb
U+311FB	𱇻	qgqe
U+311FC	𱇼	qgtk
U+311FD	𱇽	qgqo
U+311FE	𱇾	qgpi
U+311FF	𱇿	qgvj
U+31200	𱈀	qgnd
U+31201	𱈁	qgtp
U+31202	𱈂	qgjy
U+31203	𱈃	qgle
U+31204	𱈄	qgwd
U+31205	𱈅	qgrt
U+31206	𱈆	qgov
U+31207	𱈇	qgng
U+31208	𱈈	qgng
U+31209	𱈉	qghy
U+3120A	𱈊	qgql
U+3120B	𱈋	qgyk
U+3120C	𱈌	qguf
U+3120D	𱈍	qgxu
U+3120E	𱈎	qgcs
U+3120F	𱈏	qggp
U+31210	𱈐	qggf
U+31211	𱈑	tmgy
U+31212	𱈒	qgar
U+31213	𱈓	qgsf
U+31214	𱈔	qgaj
U+31215	𱈕	qgtl
U+31216	𱈖	qggm
U+31217	𱈗	qgfj
U+31218	𱈘	qgij
U+31219	𱈙	qgay
U+3121A	𱈚	qggk
U+3121B	𱈛	qgah
U+3121C	𱈜	qgqg
U+3121D	𱈝	wvgn
U+3121E	𱈞	rwvo
U+3121F	𱈟	nywo
U+31220	𱈠	knho
U+31221	𱈡	hgho
U+31222	𱈢	hnmo
U+31223	𱈣	wvgg
U+31224	𱈤	icwo
U+31225	𱈥	ckwo
U+31226	𱈦	mawo
U+31227	𱈧	yqao
U+31228	𱈨	wvgy
U+31229	𱈩	ftbo
U+3122A	𱈪	wvgv
U+3122B	𱈫	wvgf
U+3122C	𱈬	yubo
U+3122D	𱈭	gewo
U+3122E	𱈮	sswo
U+3122F	𱈯	jewo
U+31230	𱈰	wvgk
U+31231	𱈱	yfwo
U+31232	𱈲	ovwo
U+31233	𱈳	pqgo
U+31234	𱈴	sveo
U+31235	𱈵	snwo
U+31236	𱈶	lwvt
U+31237	𱈷	ehco
U+31238	𱈸	tgao
U+31239	𱈹	nwio
U+3123A	𱈺	dwwo
U+3123B	𱈻	fwfo
U+3123C	𱈼	fpgo
U+3123D	𱈽	kkuo
U+3123E	𱈾	sjgo
U+3123F	𱈿	fpfo
U+31240	𱉀	alno
U+31241	𱉁	wvgy
U+31242	𱉂	palo
U+31243	𱉃	mjfo
U+31244	𱉄	qyvo
U+31245	𱉅	adwo
U+31246	𱉆	wvgi
U+31247	𱉇	qynn
U+31248	𱉈	vqyg
U+31249	𱉉	bqyg
U+3124A	𱉊	fqyg
U+3124B	𱉋	qynf
U+3124C	𱉌	qynr
U+3124D	𱉍	gqyg
U+3124E	𱉎	fwqg
U+3124F	𱉏	fnyg
U+31250	𱉐	mqyg
U+31251	𱉑	wvqg
U+31252	𱉒	eqyg
U+31253	𱉓	ynqg
U+31254	𱉔	nwqg
U+31255	𱉕	qynk
U+31256	𱉖	dhgg
U+31257	𱉗	jgqg
U+31258	𱉘	egqg
U+31259	𱉙	qynw
U+3125A	𱉚	rwqg
U+3125B	𱉛	tdqg
U+3125C	𱉜	wfqg
U+3125D	𱉝	vcqg
U+3125E	𱉞	xqyg
U+3125F	𱉟	cgqg
U+31260	𱉠	caqg
U+31261	𱉡	caqg
U+31262	𱉢	xeqg
U+31263	𱉣	qynd
U+31264	𱉤	ffqg
U+31265	𱉥	fkqg
U+31266	𱉦	ftxg
U+31267	𱉧	fqyy
U+31268	𱉨	gogg
U+31269	𱉩	gxwg
U+3126A	𱉪	arqg
U+3126B	𱉫	riqg
U+3126C	𱉬	tdjg
U+3126D	𱉭	qdbg
U+3126E	𱉮	tkqg
U+3126F	𱉯	ugqg
U+31270	𱉰	igwg
U+31271	𱉱	plqg
U+31272	𱉲	ctgg
U+31273	𱉳	nudg
U+31274	𱉴	snrg
U+31275	𱉵	goqg
U+31276	𱉶	jfqg
U+31277	𱉷	twcg
U+31278	𱉸	qyns
U+31279	𱉹	rdmg
U+3127A	𱉺	ebqg
U+3127B	𱉻	evqg
U+3127C	𱉼	vcbg
U+3127D	𱉽	nnqg
U+3127E	𱉾	cwqg
U+3127F	𱉿	qynt
U+31280	𱊀	fwfg
U+31281	𱊁	dskg
U+31282	𱊂	jeqg
U+31283	𱊃	tqtg
U+31284	𱊄	qynq
U+31285	𱊅	qyny
U+31286	𱊆	qkqg
U+31287	𱊇	qoqg
U+31288	𱊈	eqqg
U+31289	𱊉	ipbg
U+3128A	𱊊	pwag
U+3128B	𱊋	yneg
U+3128C	𱊌	ndqg
U+3128D	𱊍	cccg
U+3128E	𱊎	vlqg
U+3128F	𱊏	gklg
U+31290	𱊐	xxrg
U+31291	𱊑	rfhg
U+31292	𱊒	egdg
U+31293	𱊓	eyng
U+31294	𱊔	tjqg
U+31295	𱊕	yupg
U+31296	𱊖	pwdg
U+31297	𱊗	cnhg
U+31298	𱊘	xgeg
U+31299	𱊙	rdfg
U+3129A	𱊚	fhwg
U+3129B	𱊛	wyfg
U+3129C	𱊜	qyng
U+3129D	𱊝	ovhg
U+3129E	𱊞	igkg
U+3129F	𱊟	pdhg
U+312A0	𱊠	awgg
U+312A1	𱊡	kwyg
U+312A2	𱊢	tuqg
U+312A3	𱊣	wyng
U+312A4	𱊤	oveg
U+312A5	𱊥	yumg
U+312A6	𱊦	fpgg
U+312A7	𱊧	dubg
U+312A8	𱊨	qyns
U+312A9	𱊩	nftg
U+312AA	𱊪	fwyg
U+312AB	𱊫	hakg
U+312AC	𱊬	lqjg
U+312AD	𱊭	egng
U+312AE	𱊮	ynky
U+312AF	𱊯	rytg
U+312B0	𱊰	ujng
U+312B1	𱊱	nwyg
U+312B2	𱊲	jawg
U+312B3	𱊳	lllg
U+312B4	𱊴	akug
U+312B5	𱊵	wgkg
U+312B6	𱊶	hlof
U+312B7	𱊷	hlos
U+312B8	𱊸	hlon
U+312B9	𱊹	hloj
U+312BA	𱊺	hlrf
U+312BB	𱊻	hlru
U+312BC	𱊼	hlrc
U+312BD	𱊽	hlre
U+312BE	𱊾	onjc
U+312BF	𱊿	onjc
U+312C0	𱋀	onjp
U+312C1	𱋁	onjx
U+312C2	𱋂	onjr
U+312C3	𱋃	swwj
U+312C4	𱋄	gqgn
U+312C5	𱋅	gqxn
U+312C6	𱋆	gqmh
U+312C7	𱋇	gqtn
U+312C8	𱋈	gqot
U+312C9	𱋉	gqrh
U+312CA	𱋊	gqgs
U+312CB	𱋋	gqfc
U+312CC	𱋌	gqty
U+312CD	𱋍	gqgg
U+312CE	𱋎	gqpw
U+312CF	𱋏	gquk
U+312D0	𱋐	gqma
U+312D1	𱋑	gqtj
U+312D2	𱋒	gqth
U+312D3	𱋓	gqtk
U+312D4	𱋔	gqua
U+312D5	𱋕	gqoy
U+312D6	𱋖	gqgy
U+312D7	𱋗	gqeb
U+312D8	𱋘	gqit
U+312D9	𱋙	gqjs
U+312DA	𱋚	gqtl
U+312DB	𱋛	gqtb
U+312DC	𱋜	gqwy
U+312DD	𱋝	gquk
U+312DE	𱋞	fpgc
U+312DF	𱋟	gqde
U+312E0	𱋠	gqwb
U+312E1	𱋡	gqov
U+312E2	𱋢	gqwg
U+312E3	𱋣	gqcs
U+312E4	𱋤	gqct
U+312E5	𱋥	cnht
U+312E6	𱋦	gqwl
U+312E7	𱋧	gqua
U+312E8	𱋨	gqat
U+312E9	𱋩	gqtw
U+312EA	𱋪	gqyd
U+312EB	𱋫	gqaw
U+312EC	𱋬	gqoh
U+312ED	𱋭	gqgo
U+312EE	𱋮	gqae
U+312EF	𱋯	pssk
U+312F0	𱋰	ossw
U+312F1	𱋱	ossm
U+312F2	𱋲	agmg
U+312F3	𱋳	agmk
U+312F4	𱋴	agml
U+312F5	𱋵	twii
U+312F6	𱋶	lfon
U+312F7	𱋷	lfox
U+312F8	𱋸	lfoh
U+312F9	𱋹	lfoj
U+312FA	𱋺	lfof
U+312FB	𱋻	fcqx
U+312FC	𱋼	qlxf
U+312FD	𱋽	qxql
U+312FE	𱋾	fwkn
U+312FF	𱋿	fckn
U+31300	𱌀	mdkn
U+31301	𱌁	qkkn
U+31302	𱌂	kjnu
U+31303	𱌃	ffkn
U+31304	𱌄	tdkn
U+31305	𱌅	eqkn
U+31306	𱌆	pjyn
U+31307	𱌇	umin
U+31308	𱌈	ossn
U+31309	𱌉	nkun
U+3130A	𱌊	fkuy
U+3130B	𱌋	fkuk
U+3130C	𱌌	fkuj
U+3130D	𱌍	enuq
U+3130E	𱌎	enuw
U+3130F	𱌏	enul
U+31310	𱌐	enuo
U+31311	𱌑	thlh
U+31312	𱌒	thlw
U+31313	𱌓	thlr
U+31314	𱌔	thlg
U+31315	𱌕	thld
U+31316	𱌖	thle
U+31317	𱌗	yojj
U+31318	𱌘	yjlf
U+31319	𱌙	yyej
U+3131A	𱌚	hbdy
U+3131B	𱌛	hbty
U+3131C	𱌜	hbwv
U+3131D	𱌝	hbwb
U+3131E	𱌞	hbcc
U+3131F	𱌟	fffb
U+31320	𱌠	goeb
U+31321	𱌡	hbuh
U+31322	𱌢	hbpe
U+31323	𱌣	hbpu
U+31324	𱌤	hbtp
U+31325	𱌥	swwb
U+31326	𱌦	eveb
U+31327	𱌧	hbdg
U+31328	𱌨	hbbo
U+31329	𱌩	hwba
U+3132A	𱌪	hwby
U+3132B	𱌫	hwbw
U+3132C	𱌬	hwbf
U+3132D	𱌭	hwbv
U+3132E	𱌮	hwbk
U+3132F	𱌯	hwbk
U+31330	𱌰	hwbq
U+31331	𱌱	hwbx
U+31332	𱌲	udhb
U+31333	𱌳	hwbl
U+31334	𱌴	hwbo
U+31335	𱌵	hwbg
U+31336	𱌶	hwbc
U+31337	𱌷	hwbf
U+31338	𱌸	rmhb
U+31339	𱌹	hwby
U+3133A	𱌺	hwbw
U+3133B	𱌻	hwbl
U+3133C	𱌼	hwba
U+3133D	𱌽	hwbl
U+3133E	𱌾	uegw
U+3133F	𱌿	gaud
U+31340	𱍀	fwgd
U+31341	𱍁	dxya
U+31342	𱍂	dxyx
U+31343	𱍃	dqjn
U+31344	𱍄	mfqn
U+31345	𱍅	qjnc
U+31346	𱍆	qjno
U+31347	𱍇	tuqn
U+31348	𱍈	umin
U+31349	𱍉	wgkn
U+3134A	𱍊	wgkj
U+3134B
U+3134C
U+3134D
U+3134E
U+3134F
